,Unnamed: 0,Location,Year,Distance (in meters),Stroke,Gender,Team,Athlete,Results,Rank
97,97,Tokyo,2020,50m,Freestyle,Men,FRA,Florent Manaudou,21.55,2
98,98,Tokyo,2020,50m,Freestyle,Men,BRA,Bruno Fratus,21.57,3
99,99,Tokyo,2020,50m,Freestyle,Men,USA,Michael Andrew,21.6,4
100,100,Tokyo,2020,50m,Freestyle,Men,GBR,Ben Proud,21.72,4
101,101,Tokyo,2020,50m,Freestyle,Men,GRE,Kristian Gkolomeev,21.72,4
102,102,Tokyo,2020,50m,Freestyle,Men,ITA,Lorenzo Zazzeri,21.78,4
103,103,Tokyo,2020,50m,Freestyle,Men,NED,Thom De Boer,21.79,4
112,112,Tokyo,2020,100m,Backstroke,Women,AUS,Kaylee Mckeown,57.47,1
113,113,Tokyo,2020,100m,Backstroke,Women,CAN,Kylie Masse,57.72,2
114,114,Tokyo,2020,100m,Backstroke,Women,USA,Regan Smith,58.05,3
115,115,Tokyo,2020,100m,Backstroke,Women,USA,Rhyan Elizabeth White,58.43,4
116,116,Tokyo,2020,100m,Backstroke,Women,AUS,Emily Seebohm,58.45,4
117,117,Tokyo,2020,100m,Backstroke,Women,GBR,Kathleen Dawson,58.7,4
118,118,Tokyo,2020,100m,Backstroke,Women,NED,Kira Toussaint,59.11,4
119,119,Tokyo,2020,100m,Backstroke,Women,ISR,Anastasya Gorbenko,59.53,4
128,128,Tokyo,2020,100m,Butterfly,Women,CAN,Margaret Mac Neil,55.59,1
129,129,Tokyo,2020,100m,Butterfly,Women,CHN,Yufei Zhang,55.64,2
130,130,Tokyo,2020,100m,Butterfly,Women,AUS,Emma Mckeon,55.72,3
131,131,Tokyo,2020,100m,Butterfly,Women,USA,Torri Huske,55.73,4
132,132,Tokyo,2020,100m,Butterfly,Women,SWE,Louise Hansson,56.22,4
133,133,Tokyo,2020,100m,Butterfly,Women,FRA,Marie Wattel,56.27,4
134,134,Tokyo,2020,100m,Butterfly,Women,SWE,Sarah Sjoestroem,56.91,4
135,135,Tokyo,2020,100m,Butterfly,Women,BLR,Anastasiya Shkurdai,57.05,4
136,136,Tokyo,2020,100m,Freestyle,Women,AUS,Emma Mckeon,51.96,1
137,137,Tokyo,2020,100m,Freestyle,Women,HKG,Siobhan Bernadette Haughey,52.27,2
138,138,Tokyo,2020,100m,Freestyle,Women,AUS,Cate Campbell,52.52,3
139,139,Tokyo,2020,100m,Freestyle,Women,CAN,Penny Oleksiak,52.59,4
140,140,Tokyo,2020,100m,Freestyle,Women,SWE,Sarah Sjoestroem,52.68,4
141,141,Tokyo,2020,100m,Freestyle,Women,NED,Femke Heemskerk,52.79,4
142,142,Tokyo,2020,100m,Freestyle,Women,GBR,Anna Hopkin,52.83,4
143,143,Tokyo,2020,100m,Freestyle,Women,USA,Abbey Weitzeil,53.23,4
208,208,Tokyo,2020,50m,Freestyle,Women,AUS,Emma Mckeon,23.81,1
209,209,Tokyo,2020,50m,Freestyle,Women,SWE,Sarah Sjoestroem,24.07,2
210,210,Tokyo,2020,50m,Freestyle,Women,DEN,Pernille Blume,24.21,3
211,211,Tokyo,2020,50m,Freestyle,Women,NED,Ranomi Kromowidjojo,24.3,4
212,212,Tokyo,2020,50m,Freestyle,Women,POL,Katarzyna Wasick,24.32,4
213,213,Tokyo,2020,50m,Freestyle,Women,CHN,Qingfeng Wu,24.32,4
214,214,Tokyo,2020,50m,Freestyle,Women,AUS,Cate Campbell,24.36,4
215,215,Tokyo,2020,50m,Freestyle,Women,USA,Abbey Weitzeil,24.41,4
224,224,Rio,2016,100m,Backstroke,Men,USA,Ryan Murphy,51.97,1
225,225,Rio,2016,100m,Backstroke,Men,CHN,Jiayu Xu,52.31,2
226,226,Rio,2016,100m,Backstroke,Men,USA,David Plummer,52.4,3
227,227,Rio,2016,100m,Backstroke,Men,AUS,Mitchell Larkin,52.43,4
228,228,Rio,2016,100m,Backstroke,Men,FRA,Camille Lacourt,52.7,4
229,229,Rio,2016,100m,Backstroke,Men,RUS,Evgeny Rylov,52.74,4
230,230,Rio,2016,100m,Backstroke,Men,JPN,Ryosuke Irie,53.42,4
231,231,Rio,2016,100m,Backstroke,Men,ROU,Robert Glinta,53.5,4
232,232,Rio,2016,100m,Backstroke,Women,HUN,Katinka Hosszu,58.45,1
233,233,Rio,2016,100m,Backstroke,Women,USA,Kathleen Baker,58.75,2
234,234,Rio,2016,100m,Backstroke,Women,CAN,Kylie Masse,58.76,3
235,235,Rio,2016,100m,Backstroke,Women,CHN,Yuanhui Fu,58.76,3
236,236,Rio,2016,100m,Backstroke,Women,DEN,Mie Nielsen,58.8,4
237,237,Rio,2016,100m,Backstroke,Women,USA,Olivia Smoliga,58.95,4
238,238,Rio,2016,100m,Backstroke,Women,AUS,Emily Seebohm,59.19,4
239,239,Rio,2016,100m,Backstroke,Women,AUS,Madison Wilson,59.23,4
240,240,Rio,2016,100m,Breaststroke,Men,GBR,Adam Peaty,57.13,1
241,241,Rio,2016,100m,Breaststroke,Men,RSA,Cameron Van Der Burgh,58.69,2
242,242,Rio,2016,100m,Breaststroke,Men,USA,Cody Miller,58.87,3
243,243,Rio,2016,100m,Breaststroke,Men,USA,Kevin Cordes,59.22,4
244,244,Rio,2016,100m,Breaststroke,Men,BRA,Joao Gomes,59.31,4
245,245,Rio,2016,100m,Breaststroke,Men,JPN,Yasuhiro Koseki,59.37,4
246,246,Rio,2016,100m,Breaststroke,Men,BRA,Felipe Franca,59.38,4
247,247,Rio,2016,100m,Breaststroke,Men,KAZ,Dmitriy Balandin,59.95,4
248,256,Rio,2016,100m,Butterfly,Men,SGP,Joseph Schooling,50.39,1
249,257,Rio,2016,100m,Butterfly,Men,USA,Michael Phelps,51.14,2
250,258,Rio,2016,100m,Butterfly,Men,RSA,Chad Le Clos,51.14,2
251,259,Rio,2016,100m,Butterfly,Men,HUN,Laszlo Cseh,51.14,2
252,260,Rio,2016,100m,Butterfly,Men,CHN,Zhuhao Li,51.26,4
253,261,Rio,2016,100m,Butterfly,Men,FRA,Mehdy Metella,51.58,4
254,262,Rio,2016,100m,Butterfly,Men,USA,Tom Shields,51.73,4
255,263,Rio,2016,100m,Butterfly,Men,RUS,Aleksandr Sadovnikov,51.84,4
256,264,Rio,2016,100m,Butterfly,Women,SWE,Sarah Sjostrom,55.48,2
257,265,Rio,2016,100m,Butterfly,Women,CAN,Penny Oleksiak,56.46,3
258,266,Rio,2016,100m,Butterfly,Women,USA,Dana Vollmer,56.63,4
259,267,Rio,2016,100m,Butterfly,Women,CHN,Ying Lu,56.76,4
260,268,Rio,2016,100m,Butterfly,Women,JPN,Rikako Ikee,56.86,4
261,269,Rio,2016,100m,Butterfly,Women,AUS,Emma Mckeon,57.05,4
262,270,Rio,2016,100m,Butterfly,Women,DEN,Jeanette Ottesen,57.17,4
264,272,Rio,2016,100m,Freestyle,Men,AUS,Kyle Chalmers,47.58,1
265,273,Rio,2016,100m,Freestyle,Men,BEL,Pieter Timmers,47.8,2
266,274,Rio,2016,100m,Freestyle,Men,USA,Nathan Adrian,47.85,3
267,275,Rio,2016,100m,Freestyle,Men,CAN,Santo Condorelli,47.88,4
268,276,Rio,2016,100m,Freestyle,Men,GBR,Duncan Scott,48.01,4
269,277,Rio,2016,100m,Freestyle,Men,USA,Caeleb Dressel,48.02,4
270,278,Rio,2016,100m,Freestyle,Men,AUS,Cameron Mcevoy,48.12,4
271,279,Rio,2016,100m,Freestyle,Men,BRA,Marcelo Chierighini,48.41,4
272,280,Rio,2016,100m,Freestyle,Women,USA,Simone Manuel,52.7,1
273,281,Rio,2016,100m,Freestyle,Women,CAN,Penny Oleksiak,52.7,1
274,282,Rio,2016,100m,Freestyle,Women,SWE,Sarah Sjostrom,52.99,3
275,283,Rio,2016,100m,Freestyle,Women,AUS,Bronte Campbell,53.04,4
276,284,Rio,2016,100m,Freestyle,Women,NED,Ranomi Kromowidjojo,53.08,4
277,285,Rio,2016,100m,Freestyle,Women,AUS,Cate Campbell,53.24,4
278,286,Rio,2016,100m,Freestyle,Women,USA,Abbey Weitzeil,53.3,4
279,287,Rio,2016,100m,Freestyle,Women,DEN,Jeanette Ottesen,53.36,4
281,456,Rio,2016,50m,Freestyle,Men,USA,Anthony Ervin,21.4,1
282,457,Rio,2016,50m,Freestyle,Men,FRA,Florent Manaudou,21.41,2
283,458,Rio,2016,50m,Freestyle,Men,USA,Nathan Adrian,21.49,3
284,459,Rio,2016,50m,Freestyle,Men,GBR,Ben Proud,21.68,4
285,460,Rio,2016,50m,Freestyle,Men,UKR,Andriy Hovorov,21.74,4
286,461,Rio,2016,50m,Freestyle,Men,BRA,Bruno Fratus,21.79,4
287,462,Rio,2016,50m,Freestyle,Men,RSA,Bradley Edward Tandy,21.79,4
288,463,Rio,2016,50m,Freestyle,Men,LTU,Simonas Bilis,22.08,4
289,464,Rio,2016,50m,Freestyle,Women,DEN,Pernille Blume,24.07,1
290,465,Rio,2016,50m,Freestyle,Women,USA,Simone Manuel,24.09,2
291,466,Rio,2016,50m,Freestyle,Women,BLR,Aliaksandra Herasimenia,24.11,3
